,text,category,cleaned_text
9371,When I got cash I was charged an extra fee!  Explain!,cash_withdrawal_charge,got cash charged extra fee explain
8609,Was there a problem with topping up?,top_up_failed,problem topping
8928,"Someone stole my account, there's a withdrawal but it wasn't me, can we put a stop to it please?",cash_withdrawal_not_recognised,someone stole account there withdrawal wasnt put stop please
4819,Need a new passcode.,passcode_forgotten,need new passcode
685,"In my statement, there was an extra €1 fee",extra_charge_on_statement,statement extra fee
7751,Why does top-up require verification?,verify_top_up,topup require verification
1066,How long does it take for the card to come?,card_delivery_estimate,long take card come
938,Are EUR exchanges acceptable?,fiat_currency_support,eur exchange acceptable
322,I'm interested in what your exchange rates are based on.,exchange_rate,im interested exchange rate based
4578,Can I use my card at an ATM?,atm_support,use card atm
7083,I am trying to complete a transfer but I keep getting an error message.,beneficiary_not_allowed,trying complete transfer keep getting error message
3655,My address is incorrect on my file.,edit_personal_details,address incorrect file
1839,Is there a fee to top up by bank transfers?,top_up_by_bank_transfer_charge,fee top bank transfer
7871,How many different cards can I have for my account?,getting_spare_card,many different card account
7837,Can I have a supplementary card?,getting_spare_card,supplementary card
8888,"Hello, Just now i got to know withdrawal of money from of my account. As someone used my card to withdraw amount in any odd remote area. Since i have not been in that area, please freeze my card immediately.",cash_withdrawal_not_recognised,hello got know withdrawal money account someone used card withdraw amount odd remote area since area please freeze card immediately
3554,This card payment isn't is recognition.,card_payment_not_recognised,card payment isnt recognition
6769,"I just checked and my payment was cancelled, why?",reverted_card_payment?,checked payment cancelled
2222,How can I cancel this transaction?,cancel_transfer,cancel transaction
1637,How many years old do I have to be?,age_limit,many year old
1485,My card is missing.  Please help.,lost_or_stolen_card,card missing please help
3271,Why did you revert my top up?,top_up_reverted,revert top
9417,Will I be charged for a cash withdrawal?,cash_withdrawal_charge,charged cash withdrawal
5565,I tried to buy something over the Internet yesterday and got a declined error. I tried again today and got the same message. What is the issue?,declined_transfer,tried buy something internet yesterday got declined error tried today got message issue
7176,"A transfer I sent was received in less than the full amount I originally sent, and now I have to send additional funds to cover the full amount. What happened?",transfer_fee_charged,transfer sent received le full amount originally sent send additional fund cover full amount happened
8197,Please help me.  My disposable virtual card won't work right.,virtual_card_not_working,please help disposable virtual card wont work right
6150,"This company is bad, delete my account now.",terminate_account,company bad delete account
5205,I have a payment which has not been approved.,pending_card_payment,payment approved
3777,Is getting my identity verified required before I can use my account?,why_verify_identity,getting identity verified required use account
